area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft,sqft_per_bhk
Super built-up  Area,18-Aug,magadi road,3,1187.0,2.0,0.0,55.195,4649.957877000842,395.6666666666667
Super built-up  Area,Ready To Move,gubbalala,3,1745.0,3.0,2.0,140.0,8022.9226361031515,581.6666666666666
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1050.0,2.0,2.0,37.0,3523.809523809524,525.0
Plot  Area,Ready To Move,banashankari,4,2400.0,4.0,3.0,500.0,20833.333333333332,600.0
Super built-up  Area,18-Apr,electronic city phase ii,2,1140.0,2.0,1.0,34.0,2982.4561403508774,570.0
Super built-up  Area,Ready To Move,varthur,2,1210.0,2.0,2.0,54.0,4462.809917355372,605.0
Super built-up  Area,18-May,kasavanhalli,3,2035.0,3.0,2.0,142.0,6977.886977886978,678.3333333333334
Super built-up  Area,Ready To Move,sarjapur,1,633.0,1.0,1.0,17.09,2699.8420221169035,633.0
Built-up  Area,Ready To Move,amruthahalli,1,485.0,1.0,1.0,19.5,4020.618556701031,485.0
Super built-up  Area,Ready To Move,varthur,2,1112.0,2.0,2.0,40.0,3597.122302158273,556.0
Super built-up  Area,Ready To Move,sarjapur  road,3,2275.0,4.0,2.0,187.0,8219.78021978022,758.3333333333334
Super built-up  Area,Ready To Move,kundalahalli,2,1047.0,2.0,2.0,91.0,8691.499522445081,523.5
Super built-up  Area,Ready To Move,thanisandra,3,1884.0,4.0,2.0,117.0,6210.1910828025475,628.0
Plot  Area,Ready To Move,malleshpalya,3,1200.0,3.0,2.0,149.0,12416.666666666666,400.0
Super built-up  Area,Ready To Move,bannerghatta road,2,905.0,2.0,1.0,58.0,6408.839779005525,452.5
Super built-up  Area,Ready To Move,jp nagar,3,1500.0,2.0,1.0,108.0,7200.0,500.0
Built-up  Area,18-Aug,bommasandra industrial area,2,1125.0,2.0,1.0,32.49,2888.0,562.5
Built-up  Area,Ready To Move,tindlu,2,1165.0,2.0,2.0,59.8,5133.0472103004295,582.5
Super built-up  Area,Ready To Move,hennur road,3,1305.0,2.0,1.0,77.0,5900.383141762452,435.0
Super built-up  Area,Ready To Move,billekahalli,2,1125.0,2.0,1.0,65.0,5777.777777777777,562.5
Super built-up  Area,Ready To Move,jigani,3,1245.0,3.0,3.0,66.0,5301.204819277108,415.0
Super built-up  Area,Ready To Move,kalyan nagar,2,8840.0,2.0,3.0,300.0,3393.665158371041,4420.0
Built-up  Area,Ready To Move,aecs layout,3,2000.0,3.0,1.0,90.0,4500.0,666.6666666666666
Super built-up  Area,19-Mar,hosa road,1,625.0,1.0,1.0,43.68,6988.8,625.0
Super built-up  Area,Ready To Move,kundalahalli,3,1724.0,3.0,2.0,128.0,7424.593967517401,574.6666666666666
Super built-up  Area,Ready To Move,sarjapur  road,3,1270.0,2.0,1.0,54.0,4251.968503937008,423.3333333333333
Super built-up  Area,20-Dec,jakkur,3,1485.0,3.0,2.0,72.0,4848.484848484848,495.0
Super built-up  Area,Ready To Move,7th phase jp nagar,2,990.0,2.0,2.0,50.0,5050.50505050505,495.0
Plot  Area,Ready To Move,tc palaya,3,1200.0,2.0,0.0,66.0,5500.0,400.0
Super built-up  Area,18-Mar,kothanur,2,1185.0,2.0,2.0,59.0,4978.9029535864975,592.5
Super built-up  Area,Ready To Move,kadubeesanahalli,2,1140.0,2.0,1.0,78.0,6842.105263157895,570.0
Super built-up  Area,Ready To Move,ambedkar nagar,3,1950.0,4.0,2.0,120.0,6153.846153846154,650.0
Super built-up  Area,Ready To Move,yelahanka,3,1756.0,3.0,2.0,125.0,7118.451025056947,585.3333333333334
Built-up  Area,Ready To Move,kumaraswami layout,4,2600.0,4.0,2.0,300.0,11538.461538461539,650.0
Super built-up  Area,19-Sep,chandapura,1,520.0,1.0,1.0,14.04,2700.0,520.0
Built-up  Area,18-Jun,whitefield,2,1216.0,2.0,1.0,72.0,5921.0526315789475,608.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1026.0,2.0,2.0,60.8,5925.925925925926,513.0
Super built-up  Area,Ready To Move,sarjapur  road,4,3335.0,4.0,3.0,300.0,8995.502248875562,833.75
Built-up  Area,Ready To Move,kodichikkanahalli,5,2700.0,4.0,2.0,125.0,4629.62962962963,540.0
Super built-up  Area,18-Apr,begur,3,1411.0,2.0,2.0,60.0,4252.303330970943,470.3333333333333
Super built-up  Area,Ready To Move,kanakpura road,3,1320.0,2.0,1.0,39.6,3000.0,440.0
Built-up  Area,Ready To Move,bannerghatta,2,1320.0,2.0,0.0,50.0,3787.878787878788,660.0
Super built-up  Area,Ready To Move,kalena agrahara,3,1804.0,3.0,2.0,155.0,8592.017738359202,601.3333333333334
Super built-up  Area,Ready To Move,hsr layout,2,1140.0,2.0,2.0,46.0,4035.0877192982457,570.0
Super built-up  Area,Ready To Move,hebbal,4,2375.0,4.0,2.0,189.0,7957.894736842105,593.75
Super built-up  Area,Ready To Move,tc palaya,2,1152.0,2.0,2.0,55.0,4774.305555555556,576.0
Super built-up  Area,Ready To Move,thanisandra,2,965.0,2.0,1.0,54.0,5595.854922279793,482.5
Super built-up  Area,Ready To Move,lingadheeranahalli,3,1684.0,3.0,1.0,120.0,7125.890736342043,561.3333333333334
Super built-up  Area,Ready To Move,hennur road,3,1672.0,3.0,2.0,86.0,5143.540669856459,557.3333333333334
Super built-up  Area,Ready To Move,panathur,2,1075.0,2.0,2.0,60.0,5581.395348837209,537.5
Plot  Area,Ready To Move,sarjapur,3,1500.0,5.0,2.0,95.0,6333.333333333333,500.0
Super built-up  Area,18-Dec,hebbal,2,1420.0,2.0,1.0,99.26,6990.140845070423,710.0
Super built-up  Area,Ready To Move,yeshwanthpur,2,1169.0,2.0,2.0,64.08,5481.6082121471345,584.5
Super built-up  Area,18-Jul,devanahalli,3,1290.0,2.0,1.0,62.0,4806.201550387597,430.0
Super built-up  Area,Ready To Move,kengeri,2,1160.0,2.0,2.0,40.6,3500.0,580.0
Super built-up  Area,Ready To Move,mysore road,3,1500.0,3.0,2.0,70.0,4666.666666666667,500.0
Super built-up  Area,Ready To Move,domlur,3,1850.0,3.0,1.0,180.0,9729.72972972973,616.6666666666666
Super built-up  Area,18-May,electronic city phase ii,3,1310.0,2.0,1.0,37.84,2888.549618320611,436.6666666666667
Super built-up  Area,21-Dec,kanakpura road,3,1300.0,2.0,3.0,69.0,5307.692307692308,433.3333333333333
Plot  Area,Ready To Move,kadugodi,3,1875.0,2.0,1.0,110.0,5866.666666666667,625.0
Super built-up  Area,Ready To Move,hulimavu,3,1260.0,2.0,1.0,82.0,6507.936507936508,420.0
Built-up  Area,Ready To Move,kengeri,5,2500.0,4.0,3.0,100.0,4000.0,500.0
Super built-up  Area,19-Jun,begur road,2,1241.0,2.0,1.0,64.0,5157.13134568896,620.5
Super built-up  Area,Ready To Move,sarjapur  road,2,1025.0,2.0,2.0,45.5,4439.024390243902,512.5
Built-up  Area,17-Jun,electronic city,2,1070.0,2.0,1.0,60.0,5607.476635514019,535.0
Super built-up  Area,Ready To Move,begur,2,815.0,2.0,1.0,40.0,4907.9754601227,407.5
Built-up  Area,Ready To Move,kanakpura road,3,2000.0,3.0,3.0,105.0,5250.0,666.6666666666666
Super built-up  Area,Ready To Move,malleshwaram,2,1400.0,2.0,1.0,190.0,13571.42857142857,700.0
Plot  Area,Ready To Move,varthur,4,1740.0,4.0,3.0,175.0,10057.471264367816,435.0
Super built-up  Area,Ready To Move,itpl,4,5667.5,5.0,0.0,300.0,5293.33921482135,1416.875
Built-up  Area,18-Apr,sarjapur  road,2,1216.0,2.0,2.0,70.0,5756.578947368421,608.0
Plot  Area,Ready To Move,hegde nagar,4,3500.0,5.0,2.0,450.0,12857.142857142857,875.0
Plot  Area,Ready To Move,vidyaranyapura,7,3150.0,7.0,3.0,375.0,11904.761904761905,450.0
Plot  Area,Ready To Move,kanakpura road,2,1200.0,2.0,0.0,62.0,5166.666666666667,600.0
Super built-up  Area,Ready To Move,marathahalli,2,1026.0,2.0,1.0,50.18,4890.83820662768,513.0
Built-up  Area,Ready To Move,hulimavu,1,450.0,1.0,1.0,20.0,4444.444444444444,450.0
Super built-up  Area,Ready To Move,kr puram,2,1205.0,2.0,1.0,45.79,3800.0,602.5
Built-up  Area,Ready To Move,anekal,1,420.0,1.0,1.0,12.5,2976.190476190476,420.0
Built-up  Area,Ready To Move,doddakallasandra,2,1270.0,2.0,2.0,42.0,3307.0866141732286,635.0
Super built-up  Area,Ready To Move,anekal,2,614.0,1.0,1.0,28.0,4560.260586319218,307.0
Plot  Area,18-May,margondanahalli,2,1050.0,2.0,0.0,58.0,5523.809523809524,525.0
Super built-up  Area,Ready To Move,yelahanka,2,1408.0,2.0,2.0,58.0,4119.318181818182,704.0
Super built-up  Area,Ready To Move,subramanyapura,3,1223.0,2.0,2.0,42.81,3500.408830744072,407.6666666666667
Built-up  Area,Ready To Move,poorna pragna layout,2,960.0,2.0,3.0,50.0,5208.333333333333,480.0
Super built-up  Area,Ready To Move,ngr layout,2,1021.0,2.0,2.0,46.0,4505.386875612145,510.5
Super built-up  Area,Ready To Move,hegde nagar,3,2162.03,4.0,2.0,129.0,5966.614709324107,720.6766666666667
Super built-up  Area,Ready To Move,channasandra,2,1065.0,2.0,1.0,36.0,3380.281690140845,532.5
Super built-up  Area,Ready To Move,attibele,1,400.0,1.0,1.0,10.25,2562.5,400.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1465.0,2.0,1.0,75.0,5119.453924914676,488.3333333333333
Super built-up  Area,20-Dec,kanakpura road,2,900.0,2.0,1.0,41.0,4555.555555555556,450.0
Super built-up  Area,Ready To Move,marathahalli,3,1800.0,3.0,2.0,95.0,5277.777777777777,600.0
Plot  Area,Ready To Move,vijayanagar,4,1500.0,4.0,1.0,360.0,24000.0,375.0
Super built-up  Area,Ready To Move,sanjay nagar,2,1050.0,2.0,0.0,59.0,5619.047619047619,525.0
Built-up  Area,18-Aug,electronic city phase ii,3,1400.0,2.0,2.0,40.43,2887.8571428571427,466.6666666666667
Super built-up  Area,Ready To Move,indira nagar,3,1650.0,3.0,1.0,150.0,9090.90909090909,550.0
Super built-up  Area,Ready To Move,kr puram,3,1827.0,3.0,2.0,97.0,5309.250136836344,609.0
Super built-up  Area,Ready To Move,thanisandra,3,1930.0,4.0,2.0,122.0,6321.243523316062,643.3333333333334
Super built-up  Area,18-Feb,mysore road,2,883.0,2.0,1.0,37.0,4190.260475651189,441.5
Built-up  Area,Ready To Move,kengeri,1,550.0,1.0,1.0,16.75,3045.4545454545455,550.0
Built-up  Area,18-Dec,electronic city,3,1400.0,2.0,1.0,40.44,2888.5714285714284,466.6666666666667
Super built-up  Area,Ready To Move,kanakapura,3,1290.0,2.0,3.0,38.69,2999.2248062015506,430.0
Built-up  Area,Ready To Move,raja rajeshwari nagar,3,1021.0,3.0,2.0,59.0,5778.648383937317,340.3333333333333
Super built-up  Area,17-Dec,whitefield,2,1158.0,2.0,1.0,55.0,4749.568221070812,579.0
Super built-up  Area,Ready To Move,nagarbhavi,3,1400.0,2.0,2.0,135.0,9642.857142857143,466.6666666666667
Plot  Area,Ready To Move,doddaballapur,4,2400.0,3.0,0.0,200.0,8333.333333333334,600.0
Super built-up  Area,18-Apr,munnekollal,3,1200.0,2.0,1.0,57.9,4825.0,400.0
Built-up  Area,Ready To Move,jp nagar,3,1520.0,3.0,2.0,125.0,8223.684210526315,506.6666666666667
Super built-up  Area,18-Nov,thanisandra,1,777.0,1.0,0.0,38.46,4949.80694980695,777.0
Super built-up  Area,Ready To Move,epip zone,3,2710.0,3.0,2.0,177.0,6531.365313653137,903.3333333333334
Super built-up  Area,Ready To Move,kenchenahalli,2,1150.0,2.0,2.0,57.0,4956.521739130435,575.0
Super built-up  Area,Ready To Move,yelahanka,2,1101.0,2.0,2.0,37.0,3360.581289736603,550.5
Super built-up  Area,21-Dec,hebbal,2,1252.0,2.0,1.0,92.0,7348.242811501597,626.0
Super built-up  Area,Ready To Move,marathahalli,3,1650.0,3.0,2.0,85.0,5151.515151515152,550.0
Built-up  Area,Ready To Move,marathahalli,2,1270.0,2.0,2.0,80.0,6299.212598425197,635.0
Super built-up  Area,Ready To Move,tumkur road,2,992.0,2.0,1.0,70.0,7056.451612903225,496.0
Super built-up  Area,Ready To Move,beml layout,3,2000.0,3.0,2.0,85.0,4250.0,666.6666666666666
Built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,41.49,3859.5348837209303,358.3333333333333
Built-up  Area,Ready To Move,kumaraswami layout,7,3200.0,7.0,0.0,150.0,4687.5,457.14285714285717
Super built-up  Area,Ready To Move,electronic city,2,1190.0,2.0,1.0,42.0,3529.4117647058824,595.0
Super built-up  Area,Ready To Move,sarjapur  road,3,1814.0,3.0,3.0,63.0,3472.9878721058435,604.6666666666666
Super built-up  Area,Ready To Move,murugeshpalya,3,1344.0,2.0,0.0,56.0,4166.666666666667,448.0
Plot  Area,Ready To Move,whitefield,4,5400.0,5.0,3.0,475.0,8796.296296296296,1350.0
Super built-up  Area,Ready To Move,kanakpura road,3,1843.0,3.0,2.0,95.0,5154.639175257732,614.3333333333334
Built-up  Area,Ready To Move,nagappa reddy layout,3,1495.0,2.0,2.0,70.0,4682.274247491639,498.3333333333333
Super built-up  Area,Ready To Move,electronic city,2,880.0,2.0,1.0,19.0,2159.090909090909,440.0
Super built-up  Area,18-Apr,whitefield,3,1396.0,3.0,1.0,74.0,5300.859598853868,465.3333333333333
Built-up  Area,Ready To Move,garudachar palya,3,1610.0,2.0,3.0,119.0,7391.304347826087,536.6666666666666
Super built-up  Area,Ready To Move,tindlu,2,1050.0,2.0,2.0,55.0,5238.0952380952385,525.0
Super built-up  Area,Ready To Move,ramamurthy nagar,2,1050.0,2.0,2.0,37.8,3599.9999999999995,525.0
Built-up  Area,Ready To Move,kumaraswami layout,3,1310.0,2.0,1.0,85.0,6488.5496183206105,436.6666666666667
Super built-up  Area,Ready To Move,yelahanka,2,1104.0,2.0,2.0,58.0,5253.623188405797,552.0
Super built-up  Area,19-Mar,hennur road,2,1165.0,2.0,1.0,67.0,5751.07296137339,582.5
Super built-up  Area,Ready To Move,kudlu,2,1027.0,2.0,2.0,44.0,4284.323271665044,513.5
Super built-up  Area,Ready To Move,hormavu,2,1310.0,2.0,3.0,60.0,4580.152671755725,655.0
Super built-up  Area,Ready To Move,singasandra,3,1464.0,3.0,2.0,56.0,3825.136612021858,488.0
Super built-up  Area,Ready To Move,electronic city,2,1150.0,2.0,1.0,38.08,3311.304347826087,575.0
Super built-up  Area,19-Dec,thanisandra,3,2019.0,3.0,1.0,70.67,3500.2476473501733,673.0
Super built-up  Area,Ready To Move,varthur,2,986.0,2.0,1.0,31.0,3144.0162271805275,493.0
Plot  Area,Ready To Move,banashankari stage iii,1,1350.0,1.0,1.0,145.0,10740.74074074074,1350.0
Super built-up  Area,Ready To Move,akshaya nagar,3,1893.0,4.0,2.0,95.0,5018.489170628632,631.0
Super built-up  Area,Ready To Move,gollarapalya hosahalli,3,1318.0,3.0,2.0,56.0,4248.86191198786,439.3333333333333
Built-up  Area,Ready To Move,yelahanka,3,1325.0,2.0,2.0,58.0,4377.358490566037,441.6666666666667
Built-up  Area,Ready To Move,kereguddadahalli,2,800.0,2.0,1.0,33.0,4125.0,400.0
Super built-up  Area,Ready To Move,jalahalli east,2,1010.0,2.0,1.0,52.0,5148.514851485149,505.0
Super built-up  Area,Ready To Move,banashankari,2,1260.0,2.0,3.0,75.0,5952.380952380952,630.0
Built-up  Area,Ready To Move,ulsoor,4,2500.0,4.0,0.0,170.0,6800.0,625.0
Super built-up  Area,Ready To Move,bellandur,3,1665.0,3.0,0.0,85.0,5105.105105105105,555.0
Super built-up  Area,Ready To Move,subramanyapura,3,1800.0,3.0,0.0,80.0,4444.444444444444,600.0
Super built-up  Area,Ready To Move,harlur,2,1197.0,2.0,1.0,75.0,6265.664160401003,598.5
Super built-up  Area,Ready To Move,thanisandra,3,1241.0,2.0,1.0,68.0,5479.45205479452,413.6666666666667
Super built-up  Area,Ready To Move,kasavanhalli,3,1747.0,3.0,1.0,110.0,6296.508299942759,582.3333333333334
Super built-up  Area,18-Jun,ramagondanahalli,3,1475.0,2.0,2.0,55.0,3728.813559322034,491.6666666666667
Super built-up  Area,Ready To Move,hennur road,2,980.0,2.0,1.0,51.0,5204.081632653061,490.0
Super built-up  Area,18-Apr,dasanapura,2,966.0,2.0,1.0,58.0,6004.140786749483,483.0
Super built-up  Area,19-Mar,sarjapur  road,2,1112.0,2.0,1.0,62.0,5575.5395683453235,556.0
Super built-up  Area,Ready To Move,hennur,3,1830.0,2.0,3.0,113.0,6174.863387978142,610.0
Super built-up  Area,19-Mar,yelahanka,2,1175.0,2.0,1.0,67.77,5767.659574468085,587.5
Super built-up  Area,Ready To Move,whitefield,2,1175.0,2.0,1.0,41.0,3489.3617021276596,587.5
Super built-up  Area,Ready To Move,horamavu banaswadi,2,1025.0,2.0,2.0,45.0,4390.243902439024,512.5
Super built-up  Area,18-Aug,hennur road,2,1232.0,2.0,1.0,80.0,6493.506493506494,616.0
Built-up  Area,Ready To Move,5th phase jp nagar,2,1010.0,2.0,2.0,57.0,5643.564356435643,505.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1273.0,2.0,2.0,60.0,4713.275726630008,636.5
Super built-up  Area,17-Aug,battarahalli,2,1590.0,2.0,2.0,102.0,6415.094339622641,795.0
Super built-up  Area,Ready To Move,electronic city phase ii,3,1252.0,2.0,1.0,65.0,5191.693290734825,417.3333333333333
Super built-up  Area,Ready To Move,1st phase jp nagar,4,2615.0,5.0,3.0,222.0,8489.483747609942,653.75
Super built-up  Area,Ready To Move,yelahanka,2,1322.0,2.0,1.0,77.9,5892.586989409986,661.0
Plot  Area,Ready To Move,7th phase jp nagar,1,1000.0,1.0,1.0,60.0,6000.0,1000.0
Super built-up  Area,Ready To Move,harlur,3,1755.0,3.0,2.0,117.0,6666.666666666667,585.0
Super built-up  Area,Ready To Move,electronic city phase ii,2,1135.0,2.0,2.0,46.0,4052.863436123348,567.5
Plot  Area,Ready To Move,electronic city,4,1200.0,4.0,1.0,125.0,10416.666666666666,300.0
Super built-up  Area,Ready To Move,nagavarapalya,2,1260.0,2.0,2.0,85.5,6785.714285714285,630.0
Plot  Area,Ready To Move,hoodi,5,3250.0,5.0,2.0,395.0,12153.846153846154,650.0
Super built-up  Area,20-Dec,kanakpura road,3,1100.0,2.0,1.0,53.0,4818.181818181818,366.6666666666667
Super built-up  Area,Ready To Move,electronic city phase ii,3,1305.0,3.0,1.0,65.0,4980.842911877395,435.0
Built-up  Area,Ready To Move,uttarahalli,2,1125.0,1.0,2.0,45.0,4000.0,562.5
Built-up  Area,18-May,kr puram,2,1075.0,2.0,2.0,32.25,3000.0,537.5
Super built-up  Area,Ready To Move,beml layout,3,2000.0,3.0,2.0,85.0,4250.0,666.6666666666666
Built-up  Area,Ready To Move,thanisandra,6,2999.97,6.0,0.0,110.0,3666.703333700004,499.99499999999995
Super built-up  Area,Ready To Move,kadugodi,2,1150.0,2.0,2.0,42.0,3652.1739130434785,575.0
Super built-up  Area,Ready To Move,hennur road,2,1085.0,2.0,1.0,43.4,4000.0,542.5
Built-up  Area,Ready To Move,hebbal kempapura,3,1785.0,3.0,0.0,165.0,9243.697478991597,595.0
Super built-up  Area,Ready To Move,malleshwaram,3,2475.0,4.0,3.0,300.0,12121.212121212122,825.0
Super built-up  Area,Ready To Move,thanisandra,3,1930.0,4.0,2.0,120.0,6217.616580310881,643.3333333333334
Built-up  Area,Ready To Move,kumaraswami layout,4,2450.0,3.0,2.0,110.0,4489.7959183673465,612.5
Super built-up  Area,Ready To Move,bannerghatta road,3,1920.0,3.0,3.0,122.0,6354.166666666667,640.0
Super built-up  Area,18-Apr,kothannur,2,1085.0,2.0,2.0,34.2,3152.0737327188945,542.5
Super built-up  Area,Ready To Move,thanisandra,1,760.0,1.0,2.0,50.4,6631.578947368421,760.0
Built-up  Area,Ready To Move,sahakara nagar,2,1201.0,2.0,3.0,80.0,6661.1157368859285,600.5
Super built-up  Area,18-Jul,electronic city,3,1615.0,3.0,2.0,97.0,6006.1919504643965,538.3333333333334
Super built-up  Area,Ready To Move,hsr layout,2,1289.0,2.0,0.0,70.0,5430.566330488751,644.5
Super built-up  Area,Ready To Move,budigere,3,1991.0,4.0,2.0,100.0,5022.601707684581,663.6666666666666
Super built-up  Area,Ready To Move,kasavanhalli,2,1377.0,2.0,2.0,80.0,5809.731299927378,688.5
Built-up  Area,Ready To Move,shivaji nagar,3,2176.0,3.0,3.0,348.0,15992.64705882353,725.3333333333334
Super built-up  Area,21-Dec,thanisandra,1,663.0,1.0,0.0,32.82,4950.226244343891,663.0
Built-up  Area,18-Dec,electronic city,2,1165.0,2.0,1.0,33.65,2888.412017167382,582.5
Super built-up  Area,Ready To Move,talaghattapura,3,3554.0,4.0,1.0,340.0,9566.685424873382,1184.6666666666667
Super built-up  Area,Ready To Move,thanisandra,2,1260.0,2.0,1.0,45.5,3611.1111111111113,630.0
Super built-up  Area,Ready To Move,seegehalli,2,1176.0,2.0,2.0,50.0,4251.700680272109,588.0
Super built-up  Area,Ready To Move,thanisandra,3,1801.0,3.0,2.0,115.0,6385.341476957246,600.3333333333334
Super built-up  Area,Ready To Move,whitefield,2,1315.0,2.0,3.0,55.0,4182.509505703422,657.5
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,46.0,3852.5963149078725,597.0
Plot  Area,Ready To Move,nri layout,2,2400.0,2.0,1.0,125.0,5208.333333333333,1200.0
Super built-up  Area,18-Mar,uttarahalli,3,1308.0,2.0,3.0,53.0,4051.987767584098,436.0
Super built-up  Area,Ready To Move,thanisandra,3,1806.0,6.0,2.0,116.0,6423.034330011074,602.0
Built-up  Area,17-Dec,thanisandra,4,3671.0,4.0,1.0,220.0,5992.917461182239,917.75
Super built-up  Area,Ready To Move,hoodi,3,2144.0,3.0,2.0,140.0,6529.850746268657,714.6666666666666
Built-up  Area,Ready To Move,hoskote,2,1065.0,2.0,3.0,33.75,3169.0140845070423,532.5
Super built-up  Area,17-Oct,balagere,2,1205.0,2.0,1.0,67.0,5560.165975103734,602.5
Super built-up  Area,Ready To Move,uttarahalli,2,1160.0,2.0,2.0,40.58,3498.2758620689656,580.0
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,47.0,3936.348408710218,597.0
Super built-up  Area,Ready To Move,2nd phase judicial layout,3,1681.0,3.0,3.0,69.0,4104.699583581201,560.3333333333334
Built-up  Area,18-Aug,bommasandra industrial area,2,1130.0,2.0,1.0,32.64,2888.495575221239,565.0
Super built-up  Area,Ready To Move,iblur village,4,3633.0,5.0,1.0,335.0,9221.029452243325,908.25
Built-up  Area,Ready To Move,kanakpura road,3,1843.0,3.0,2.0,90.0,4883.342376559956,614.3333333333334
Built-up  Area,18-Dec,bommasandra industrial area,2,1065.0,2.0,1.0,30.75,2887.323943661972,532.5
Super built-up  Area,Ready To Move,thubarahalli,3,1885.0,3.0,2.0,85.52,4536.870026525199,628.3333333333334
Super built-up  Area,Ready To Move,r.t. nagar,2,1500.0,2.0,2.0,45.0,3000.0,750.0
Super built-up  Area,Ready To Move,panathur,2,1210.0,2.0,2.0,69.0,5702.479338842975,605.0
Super built-up  Area,Ready To Move,tc palaya,2,1126.0,2.0,1.0,39.4,3499.1119005328596,563.0
Super built-up  Area,Ready To Move,rayasandra,3,1357.0,2.0,2.0,59.0,4347.826086956522,452.3333333333333
Super built-up  Area,Ready To Move,whitefield,3,1451.0,2.0,2.0,46.4,3197.7946243969677,483.6666666666667
Plot  Area,Ready To Move,kodigehaali,4,1600.0,3.0,3.0,185.0,11562.5,400.0
Super built-up  Area,Ready To Move,hennur road,2,950.0,2.0,1.0,55.0,5789.473684210527,475.0
Built-up  Area,Ready To Move,bellandur,2,960.0,2.0,2.0,48.0,5000.0,480.0
Plot  Area,18-May,kaggalipura,3,2200.0,4.0,1.0,150.0,6818.181818181818,733.3333333333334
Super built-up  Area,Ready To Move,ambalipura,3,1607.0,2.0,2.0,112.0,6969.508400746733,535.6666666666666
Super built-up  Area,21-Dec,kanakpura road,2,900.0,2.0,1.0,46.29,5143.333333333333,450.0
Super built-up  Area,Ready To Move,cooke town,3,2300.0,3.0,1.0,250.0,10869.565217391304,766.6666666666666
Super built-up  Area,Ready To Move,hosa road,4,1708.0,3.0,0.0,64.05,3750.0,427.0
Built-up  Area,Ready To Move,yeshwanthpur,6,2500.0,5.0,2.0,185.0,7400.0,416.6666666666667
Super built-up  Area,Ready To Move,bellandur,3,1690.0,2.0,2.0,116.0,6863.905325443787,563.3333333333334
Super built-up  Area,Ready To Move,haralur road,2,1243.0,2.0,2.0,46.0,3700.7240547063557,621.5
Built-up  Area,Ready To Move,haralur road,3,1890.0,3.0,2.0,84.0,4444.444444444444,630.0
Built-up  Area,18-Aug,electronic city phase ii,2,1165.0,2.0,1.0,33.64,2887.5536480686696,582.5
Super built-up  Area,Ready To Move,btm layout,2,1196.0,2.0,2.0,56.81,4750.0,598.0
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,47.0,3936.348408710218,597.0
Super built-up  Area,Ready To Move,old madras road,3,1630.0,3.0,2.0,110.0,6748.4662576687115,543.3333333333334
Super built-up  Area,19-Apr,whitefield,2,1063.0,2.0,1.0,42.52,4000.0,531.5
Super built-up  Area,Ready To Move,chikkabanavar,2,1067.0,2.0,1.0,38.0,3561.3870665417057,533.5
Super built-up  Area,19-Sep,kanakpura road,2,1299.0,2.0,1.0,89.63,6899.923017705928,649.5
Super built-up  Area,18-May,panathur,2,1343.0,2.0,1.0,76.0,5658.972449739389,671.5
Super built-up  Area,Ready To Move,electronics city phase 1,3,1330.0,2.0,2.0,44.0,3308.2706766917295,443.3333333333333
Super built-up  Area,Ready To Move,mallasandra,3,1524.0,2.0,3.0,72.0,4724.4094488188975,508.0
Super built-up  Area,Ready To Move,lingadheeranahalli,4,2236.0,4.0,2.0,153.0,6842.57602862254,559.0
Super built-up  Area,Ready To Move,domlur,3,2955.0,3.0,0.0,235.0,7952.622673434857,985.0
Super built-up  Area,Ready To Move,kothanur,3,1581.0,3.0,3.0,76.0,4807.084123972169,527.0
Super built-up  Area,Ready To Move,balagere,2,1205.0,2.0,1.0,79.0,6556.016597510374,602.5
Super built-up  Area,18-Nov,sarjapur  road,3,1157.0,2.0,1.0,69.0,5963.699222126188,385.6666666666667
Super built-up  Area,19-Dec,kanakapura,1,825.0,1.0,0.0,35.475,4300.0,825.0
Built-up  Area,Ready To Move,sarjapur  road,2,1000.0,2.0,2.0,40.0,4000.0,500.0
Built-up  Area,18-Apr,yelahanka,1,602.0,1.0,1.0,33.0,5481.72757475083,602.0
Super built-up  Area,21-Jul,hoodi,2,1108.0,2.0,0.0,66.46,5998.194945848375,554.0
Super built-up  Area,20-Dec,sarjapur,2,1451.0,2.0,1.0,87.0,5995.864920744314,725.5
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1196.0,2.0,2.0,40.54,3389.632107023411,598.0
Super built-up  Area,18-May,kanakpura road,1,850.0,1.0,1.0,37.32,4390.588235294118,850.0
Super built-up  Area,Ready To Move,kudlu,1,720.0,1.0,1.0,33.0,4583.333333333333,720.0
Super built-up  Area,Ready To Move,thanisandra,3,1573.0,3.0,2.0,115.0,7310.870947234584,524.3333333333334
Super built-up  Area,Ready To Move,sarjapur  road,2,1026.0,2.0,1.0,60.8,5925.925925925926,513.0
Super built-up  Area,Ready To Move,cv raman nagar,3,1400.0,2.0,2.0,78.0,5571.428571428572,466.6666666666667
Built-up  Area,18-Jul,electronic city phase ii,3,1400.0,2.0,2.0,40.44,2888.5714285714284,466.6666666666667
